1,48,164,1
1,48,165,1
1,48,166,1
1,48,167,1
1,48,168,1
1,48,169,1
1,48,170,1
1,48,171,1
1,48,172,1
1,48,173,1
1,48,174,1
1,48,175,1
1,48,176,1
1,48,177,1
1,48,178,1
1,48,179,1
1,48,180,1
1,48,181,1
1,48,182,1
1,48,183,1
1,48,184,1
1,48,185,1
1,48,186,1
1,48,187,1
1,48,188,1
1,48,189,1
1,48,190,1
1,48,191,1
1,48,192,1
1,48,193,1
1,48,194,1
1,48,195,1
1,48,196,1
1,48,197,1
1,48,198,1
1,48,199,1
1,48,200,1
1,48,201,1
1,48,202,1
1,48,203,1
1,48,204,1
1,48,205,1
1,48,206,1
1,48,207,1
1,48,208,1
1,48,209,1
1,48,210,1
1,48,211,1
1,48,212,1
1,48,213,1
1,48,214,1
1,48,215,1
1,48,216,1
1,48,217,1
1,48,218,1
1,48,219,1
1,48,220,1
1,48,221,1
1,48,222,1
1,48,223,1
1,48,224,1
1,48,225,1
1,48,226,1
1,48,227,1
1,48,228,1
1,48,229,1
1,48,230,1
1,48,231,1
1,48,232,1
1,48,233,1
1,48,234,1
1,48,235,1
1,48,236,1
1,48,237,1
1,48,238,1
1,48,239,1
1,48,240,1
1,48,241,1
1,48,242,1
1,48,243,1
1,48,244,1
1,48,245,1
1,48,246,1
1,48,247,1
1,48,248,1
1,48,249,1
1,48,250,1
1,48,251,1
1,48,252,1
1,48,253,1
1,48,254,1
1,48,255,1
1,48,256,1
1,48,257,1
1,48,258,1
1,48,259,1
1,48,260,1
1,48,261,1
1,48,262,1
1,48,263,1
1,48,264,1
1,48,265,1
1,48,266,1
1,48,267,1
1,48,268,1
1,48,269,1
1,48,270,1
2,3,3,1
2,9,314,1
2,10,11,1
2,10,12,1
2,11,10,1
2,12,12,1
2,14,338,1
2,81,198,1
2,81,292,1
2,81,294,1
2,119,104,1
2,119,294,1
2,192,297,1
2,198,81,1
2,198,292,1
2,198,294,1
2,271,272,1
2,292,81,1
2,292,198,1
2,292,292,1
2,292,293,1
2,292,294,1
2,294,81,1
2,294,104,1
2,294,198,1
2,294,292,1
2,295,296,1
2,296,295,1
2,300,301,1
2,303,304,1
2,306,307,1
2,308,309,1
2,310,308,1
2,310,309,1
2,311,312,1
2,316,317,1
2,318,319,1
2,318,320,1
2,321,192,1
2,321,297,1
2,321,322,1
2,323,324,1
2,323,328,1
2,331,332,1
2,333,334,1
2,335,159,1
2,335,336,1
2,337,15,1
2,339,340,1
2,341,342,1
3,4,5,1
3,366,367,1
4,6,7,1
5,8,8,1
5,9,9,1
5,9,313,1
5,9,314,1
5,10,11,1
5,10,12,1
5,11,10,1
5,11,12,1
5,11,13,1
5,12,10,1
5,12,11,1
5,12,12,1
5,13,11,1
5,266,315,1
5,273,273,1
5,273,274,1
5,273,275,1
5,273,276,1
5,273,277,1
5,273,278,1
5,273,279,1
5,273,280,1
5,273,281,1
5,273,282,1
5,273,283,1
5,273,284,1
5,273,285,1
5,273,286,1
5,273,287,1
5,273,288,1
5,273,289,1
5,273,290,1
5,273,291,1
5,323,209,1
5,323,310,1
5,323,324,1
5,323,325,1
5,323,326,1
5,323,327,1
5,323,328,1
5,323,329,1
5,323,330,1
5,343,94,1
5,343,343,1
5,343,344,1
5,348,100,1
5,348,143,1
5,348,348,1
5,348,349,1
5,348,350,1
5,348,351,1
5,348,352,1
5,348,353,1
5,348,354,1
5,348,355,1
5,348,356,1
5,348,357,1
5,348,358,1
5,348,359,1
5,348,360,1
5,348,361,1
5,348,362,1
5,348,363,1
5,348,364,1
5,348,365,1
6,9,314,1
6,10,11,1
6,81,294,1
6,169,145,1
6,192,297,1
6,258,51,1
6,266,302,1
6,266,315,1
6,295,305,1
6,296,295,1
6,296,305,1
6,298,299,1
6,299,346,1
6,303,304,1
6,306,307,1
6,308,309,1
6,311,312,1
6,345,346,1
6,347,346,1
7,366,367,1
